Country_A,Country_B,Conflict_Type,Year,Duration_Days,Military_Deaths_A,Military_Deaths_B,Civilian_Deaths,Economic_Loss_USD_Billions,Temperature_Avg_C,Rainfall_mm,Terrain_Type,Population_A_Millions,Population_B_Millions,GDP_A_Billions,GDP_B_Billions,Alliance_A,Alliance_B,Weapons_Used,Air_Strikes,Naval_Battles,Sanctions,Refugees_Millions,Ceasefire,Outcome,Latitude,Longitude,Climate_Zone,Resource_Dispute,UN_Involvement
Israel,UK,Proxy War,1966,986,12370,48210,187607,265.78,34.5,2365,Urban,630.6,8.6,17731.8,9346.6,Regional,None,Conventional,4346,191,No,19.68,No,Victory_A,42.134,17.081,Polar,Oil,Yes
UK,Australia,Skirmish,2013,71,10572,43978,199972,33.93,25.8,1425.6,Desert,504.3,1211.3,21147.2,3318.5,Regional,NATO,Mixed,2952,197,Yes,7.56,Yes,Victory_A,-0.747,34.802,Arid,None,No
Brazil,Japan,Civil War,1962,1012,20824,5271,59920,184.22,18.3,924.4,Mountain,234.2,556.5,17527.8,10505.1,None,NATO,Mixed,1626,90,Yes,8.05,No,Stalemate,-64.788,-172.303,Arid,Water,No
Turkey,Israel,Cold Conflict,2021,1543,30516,9689,149717,442.47,13.4,1521.1,Mountain,1179,904,16098.4,19295.3,Regional,NATO,Cyber,1227,1,No,10.84,No,Victory_A,49.798,-106.64,Polar,Land,No
Australia,Russia,Cold Conflict,2005,1736,35675,18177,97897,377.64,33.7,1506.2,Forest,545.3,556.1,6240.4,1104.6,None,None,Cyber,2055,19,Yes,16.41,No,Victory_A,72.807,-92.735,Tropical,Oil,Yes
Iran,Ukraine,Skirmish,1954,1360,15754,6810,195160,161.69,21.3,1830.8,Urban,741.2,1234,12370.1,18636.1,None,NATO,Cyber,2155,96,Yes,13.22,Yes,Victory_A,-68.129,-90.693,Polar,Oil,Yes
China,Israel,Proxy War,1961,67,11178,20336,187248,469.1,32.5,558.3,Desert,28.8,911.5,18126.8,17000.9,NATO,None,Mixed,1877,28,No,11.45,Yes,Victory_B,-77.924,-94.015,Temperate,Water,No
India,Israel,Skirmish,1990,1517,28130,38327,96184,38.39,4.2,1966.9,Desert,85.3,811.6,4842.4,1625.6,NATO,Regional,Conventional,4061,8,Yes,12.96,No,Stalemate,62.973,-82.209,Temperate,Oil,Yes
France,Canada,Proxy War,1952,1674,7672,15037,166571,480.62,5,1369.8,Desert,836.5,1372.4,11918.8,15894.7,None,NATO,Mixed,2864,3,No,9.29,Yes,Victory_A,0.172,-85.418,Temperate,None,Yes
Russia,India,Civil War,1982,1778,17508,9854,101160,122.93,28.5,1860.6,Forest,1231,393.6,2934.5,7473.4,Regional,None,Conventional,2570,39,No,15.18,No,Victory_B,31.416,138.265,Arid,Oil,Yes
Israel,Japan,Proxy War,1999,967,19459,25788,149761,4.65,-3.3,718.8,Forest,691.3,92.3,13272.7,4440.4,Regional,NATO,Mixed,1396,182,Yes,1.51,Yes,Victory_A,-10.534,-64.927,Temperate,None,No
Ukraine,Germany,Skirmish,2005,1237,8798,7148,176492,216.96,32.6,1303.2,Urban,231.8,722.9,14342.7,9628.2,None,None,Nuclear,4481,140,No,10.18,No,Stalemate,-15.763,-54.085,Tropical,Land,No
UK,Brazil,Civil War,1958,181,4956,22668,71968,179.55,12.8,630.6,Desert,163.5,594.2,13389.3,5142.6,Regional,NATO,Mixed,4278,133,No,16.13,Yes,Stalemate,-36.061,-84.176,Arid,Oil,Yes
Brazil,France,War,1999,1790,27627,32147,173832,269.59,31.7,2625.9,Desert,1259.8,636.6,11741.9,20615.7,None,Regional,Nuclear,2969,72,Yes,6.05,No,Stalemate,11.327,168.327,Tropical,Land,No
Ukraine,Australia,Cold Conflict,1978,613,39592,9583,185173,398.41,5.2,1463.9,Urban,982.6,868.5,14690.5,18552.6,NATO,None,Conventional,3589,25,No,16.87,No,Stalemate,-61.235,12.777,Arid,None,No
Canada,China,Skirmish,1988,1887,9345,17645,191761,421.23,22.2,674.9,Urban,1352.7,861.6,24920,24519,Regional,None,Mixed,1891,102,No,15.66,Yes,Victory_B,39.102,39.797,Tropical,Oil,No
Russia,Russia,Skirmish,1994,1623,43734,17513,3209,200.67,11.7,123.6,Urban,116.2,549.8,15567.2,13356.5,Regional,Regional,Mixed,1273,40,Yes,11.61,No,Stalemate,8.897,84.775,Temperate,None,No
India,USA,Skirmish,1966,697,42964,29013,71242,214.98,18.2,2027.2,Mountain,1263.8,1208.2,18816.7,2239.3,Regional,Regional,Conventional,2245,41,Yes,5.04,Yes,Victory_B,62.554,-59.863,Arid,None,Yes
Iran,Japan,Civil War,2005,603,29046,45317,67038,74.17,12.7,643.9,Urban,1184,912.4,4811.1,9200.5,NATO,NATO,Cyber,3710,127,No,17.22,Yes,Victory_B,75.783,168.761,Tropical,Land,Yes
Turkey,Israel,War,1995,248,37455,48222,107789,23.87,33.5,2968.7,Plains,1250.6,1246,13255.3,20967.5,Regional,None,Cyber,36,60,No,0.6,No,Stalemate,72.106,-125.163,Arid,Land,Yes
Japan,France,Proxy War,2016,1238,37790,33846,18756,320.64,21.1,1601.1,Forest,9.1,1278.5,197.6,9927.6,None,None,Nuclear,2940,61,Yes,11.85,No,Victory_B,18.222,-15.187,Arid,Land,Yes
Iran,USA,War,2018,359,37914,8809,140984,32.31,1.3,866.9,Urban,1038.9,235.1,796.1,11397.3,Regional,NATO,Mixed,420,195,No,15.65,Yes,Victory_B,-32.628,-127.642,Temperate,None,No
Iran,Russia,Civil War,1963,249,31745,25458,10269,366.94,30.9,1973,Mountain,769,953.1,8068.8,10305.2,None,NATO,Cyber,3079,20,Yes,9.71,No,Stalemate,-25.709,104.535,Arid,None,Yes
France,India,Skirmish,2016,638,19378,48628,89067,269.59,3.2,825.7,Plains,802.9,445.2,11670.3,5892.1,Regional,None,Conventional,4215,158,No,2.06,No,Victory_A,27.456,-141.366,Polar,Land,No
USA,India,Cold Conflict,1972,1947,7303,11123,34586,99.37,6.7,2460.8,Mountain,657.4,1171.2,14395.2,1839.1,None,Regional,Conventional,4839,42,No,16.68,No,Victory_A,38.154,19.404,Tropical,None,Yes
Iran,UK,Skirmish,2010,950,48271,29951,71682,269.81,-5.4,924.7,Mountain,1040,1026.3,22201.2,4522.2,NATO,NATO,Mixed,3808,148,No,18.18,Yes,Victory_B,-60.969,-142.27,Polar,Land,No
Ukraine,Iran,Proxy War,1972,1905,21758,28856,194008,91.58,30.5,2964.7,Mountain,1399.8,279,19296.2,9104.9,Regional,None,Nuclear,2419,106,No,11.27,Yes,Stalemate,89.631,-17.042,Arid,Water,Yes
India,Russia,Cold Conflict,1976,1540,42696,49389,108848,219.42,2.9,1815.4,Mountain,995,1314.3,7506.4,6143.5,NATO,NATO,Conventional,2280,156,No,15.74,No,Stalemate,-70.649,-79.089,Tropical,Oil,No
India,Russia,Skirmish,2003,1112,15897,11245,33987,399.8,1.7,2533.2,Desert,949.6,957.2,18589.7,14322.7,NATO,Regional,Mixed,2334,182,No,12.21,Yes,Stalemate,19.277,145.187,Polar,Water,Yes
Japan,USA,Cold Conflict,1959,663,32906,21292,21144,231.01,31.4,218.4,Forest,916.6,1328.1,13739.3,15351.5,Regional,None,Nuclear,737,57,Yes,11.47,Yes,Victory_A,5.584,-160.886,Polar,None,Yes
Germany,France,War,1965,176,31058,47359,125362,74.43,26.2,1044.9,Desert,973.6,283.5,19481.7,14256,Regional,None,Cyber,1418,151,No,2.62,Yes,Victory_B,16.378,53.978,Temperate,Oil,No
Japan,Australia,Civil War,1990,723,6365,18939,104944,361.94,-3.7,2212.5,Plains,479.6,1217.7,10282.1,2132.1,None,None,Mixed,4547,44,No,8.74,No,Stalemate,6.078,70.29,Polar,None,No
Ukraine,Canada,Skirmish,2004,426,6698,27510,117168,93.47,24.6,1965.2,Desert,449,935.6,2306.4,16674.8,Regional,Regional,Nuclear,2041,79,No,13.58,No,Victory_B,-79.576,140.034,Arid,None,Yes
Turkey,Iran,Proxy War,2010,1795,35283,40260,159046,369.3,31.1,582.7,Plains,1098.3,773.6,15466,9620.6,Regional,NATO,Conventional,1785,136,Yes,9.09,No,Stalemate,89.267,135.983,Tropical,Oil,Yes
Germany,USA,War,1998,1627,17242,11547,83375,239.73,-6.5,1068.6,Urban,75.3,1148.9,13930.4,21955.2,None,Regional,Cyber,1062,193,No,12.36,No,Stalemate,86.63,171.74,Arid,None,No
Germany,China,Skirmish,2022,771,27098,21133,131245,226.93,27.1,790.3,Plains,1063.2,886.4,23840.6,13145.1,None,Regional,Conventional,3568,129,Yes,17.9,Yes,Stalemate,4.383,-88.593,Polar,None,Yes
UK,Israel,War,2001,1948,25990,41455,184271,425.73,14.6,1840.1,Desert,1139.6,937.8,4061.6,2122,Regional,Regional,Conventional,371,164,No,7.32,Yes,Victory_B,-52.497,-81.063,Arid,None,No
UK,India,Proxy War,1951,703,28978,10229,71495,354.33,20.1,1033.7,Desert,730.7,355.9,16406.8,240.4,Regional,None,Cyber,2596,126,Yes,16.57,No,Victory_A,-57.07,-36.975,Polar,Land,No
China,Israel,Skirmish,1999,81,14406,30458,31904,16.55,12.2,927.2,Plains,1274.3,1144.1,11857.1,17565.8,Regional,Regional,Mixed,1002,164,No,0.58,No,Victory_A,-79.731,13.528,Temperate,None,No
Brazil,India,Proxy War,1992,927,47445,14007,60846,148.16,21.4,622.1,Desert,662.8,910.8,9479.3,10018.8,NATO,None,Mixed,2523,196,No,17.05,Yes,Victory_B,20.135,-47.829,Arid,Oil,Yes
Brazil,UK,Cold Conflict,1957,138,11985,21737,69482,435.47,-8.5,1227.1,Plains,250.1,1182.3,19866.2,7207,NATO,None,Mixed,4500,45,No,2.13,No,Stalemate,-3.917,86.507,Arid,Water,Yes
Australia,Australia,Proxy War,2008,1457,44245,38296,190090,9.26,24.3,586.5,Mountain,506.6,492.8,20268.2,11185,Regional,NATO,Conventional,1418,5,No,6.43,No,Victory_A,-15.064,-176.924,Temperate,Oil,No
Israel,China,Cold Conflict,2014,470,43926,22469,171956,272.67,-8.5,2887.7,Forest,1268.3,465.1,17867.9,1819.1,None,NATO,Conventional,4676,47,No,10.27,No,Victory_A,4.538,-173.644,Arid,Oil,Yes
USA,India,Skirmish,1961,350,7543,29581,17161,363.94,10.5,463.5,Plains,1391.2,34.4,2099.2,9805.7,Regional,Regional,Mixed,3201,126,No,13,No,Victory_B,67.114,77.78,Polar,Water,No
Brazil,USA,Cold Conflict,1953,1150,31939,31781,72625,310.97,-3.2,2739.9,Mountain,591.2,1076.3,8634.3,7874.3,Regional,None,Mixed,626,111,Yes,19.06,No,Victory_B,-77.271,137.924,Temperate,None,No
UK,China,Skirmish,1990,1905,17184,2689,110430,380.29,27.1,1285.4,Mountain,234.4,463.1,1178.3,20006.7,NATO,None,Cyber,1821,135,No,6.14,No,Victory_B,7.936,99.557,Arid,Water,No
China,USA,Skirmish,1956,1941,24011,23660,24149,362.87,4.1,1133.6,Mountain,401.6,458.8,8598.6,4379.6,Regional,NATO,Conventional,4436,31,No,1.71,Yes,Stalemate,36.183,-137.847,Polar,Water,No
Iran,Canada,Civil War,2018,1892,4483,3134,181415,346.05,10.4,694,Mountain,775.1,964.5,16201.5,18910.4,Regional,None,Nuclear,4307,100,Yes,9.18,Yes,Stalemate,84.724,156.591,Polar,Land,Yes
China,Canada,Skirmish,2018,1333,26877,269,108921,410.79,9.3,1907.3,Plains,801.4,354.8,12972.5,12515.1,NATO,Regional,Mixed,2961,76,Yes,6.91,No,Victory_B,43.145,7.889,Tropical,Land,No
Iran,Israel,Cold Conflict,1979,1879,34461,27013,15079,322.88,24.8,2056.6,Desert,882.5,1272.7,17576.4,2056.4,NATO,None,Mixed,1646,194,No,12,No,Victory_B,8.661,87.226,Tropical,Oil,Yes
Turkey,India,Civil War,2022,1254,14858,3339,162933,201.27,11.7,1402.7,Mountain,1169.7,753.8,13791,24242.3,None,Regional,Conventional,1999,67,Yes,18.46,Yes,Victory_A,48.018,-107.623,Tropical,Oil,No
Turkey,India,Civil War,1955,1484,29621,3515,15843,236.01,25.5,167.1,Urban,996,1357.3,13899.8,18357.9,None,NATO,Mixed,2635,27,Yes,12.87,Yes,Victory_A,89.47,17.566,Temperate,Land,No
Germany,France,Skirmish,1968,1369,20629,20052,48156,358.39,-6.7,2755.5,Mountain,365.9,108.3,12779,6509.8,None,NATO,Mixed,2343,167,Yes,11.56,No,Victory_B,69.972,-61.178,Polar,Water,Yes
Australia,Canada,Proxy War,2015,310,23191,11508,85712,438.17,-1.4,2941,Desert,553.7,472.2,9114.5,14548,Regional,None,Conventional,3159,143,Yes,4.92,No,Victory_B,-73.963,170.914,Temperate,Water,No
Israel,Australia,Proxy War,1959,1977,39894,3584,132094,136.18,14.8,1293.1,Desert,1175.9,534.7,11169.7,22499.4,None,None,Mixed,1009,56,Yes,5.3,No,Victory_B,13.469,-9.289,Temperate,Water,Yes
Japan,Australia,Civil War,1965,1044,31481,18325,131482,171.1,32.6,1841,Forest,887.1,1022.9,2819.8,23270.9,NATO,NATO,Cyber,3218,54,Yes,8.72,Yes,Victory_A,51.565,92.008,Temperate,None,Yes
USA,Japan,Skirmish,1986,1905,35480,15023,133754,465.38,-6.6,1350.9,Forest,233.8,298.9,20864.4,18281.6,None,Regional,Nuclear,4150,82,Yes,17.83,No,Victory_A,30.938,37.163,Temperate,Land,No
Ukraine,Japan,Proxy War,1981,1585,31032,21036,167080,289.3,-8.1,965.6,Mountain,456.4,526.1,22231.4,18194.5,Regional,Regional,Conventional,2812,105,No,11.59,No,Stalemate,-14.946,-146.052,Temperate,None,Yes
Germany,UK,Skirmish,1996,1002,44197,39712,80932,89.56,-3,232,Mountain,1107.7,1275,19159.1,6941.3,Regional,Regional,Cyber,3740,85,No,9.89,Yes,Victory_A,-31.96,15.454,Arid,Water,No
Japan,Canada,Skirmish,2021,1671,2008,19510,113908,331.88,18.9,1368.2,Forest,241.8,161.3,14593.8,24744.2,None,NATO,Conventional,4976,166,No,10.85,Yes,Victory_A,22.861,14.478,Tropical,None,No
Brazil,USA,Civil War,1992,1565,39822,30097,149130,495.38,8,2455.2,Mountain,967.8,1043.7,14233.8,6094.6,Regional,NATO,Conventional,4038,75,Yes,16.68,No,Victory_B,-15.774,77.655,Temperate,Oil,No
Australia,USA,Civil War,1985,1584,48053,36833,77706,411.74,27.1,51.1,Urban,789.4,983.8,11763.4,2244.3,Regional,NATO,Conventional,3834,182,No,13.56,No,Victory_B,-19.44,-64.113,Arid,Land,Yes
Germany,Germany,War,1975,1501,30458,40052,161405,372.9,-6.8,1746.3,Plains,207.3,183.6,5791.4,24434.7,Regional,None,Nuclear,1799,157,No,18.55,Yes,Stalemate,60.614,129.835,Arid,Water,No
Russia,China,Proxy War,1959,269,30512,21963,50958,104.1,-1.2,2642.3,Forest,964.7,964.2,9601.3,3829.6,None,NATO,Cyber,2884,103,No,11.63,No,Victory_B,-33.182,44.137,Polar,Oil,Yes
Brazil,Brazil,Proxy War,1980,1027,18274,5480,138940,438.08,3.5,652.6,Forest,200.1,798.1,24747.7,13045.1,Regional,Regional,Nuclear,1322,169,No,3.92,No,Victory_B,26.086,-165.837,Temperate,None,No
Japan,Israel,Proxy War,1978,770,15596,20810,30629,262.94,18.2,549.8,Desert,558.4,403.2,3653.6,11711.4,None,Regional,Conventional,2609,132,Yes,0.37,Yes,Victory_A,67.218,74.461,Tropical,Oil,No
USA,Japan,Cold Conflict,1954,16,3028,15385,55228,444.66,20.8,2316.8,Mountain,432.7,436.3,13571.7,21206.7,None,NATO,Mixed,724,100,Yes,6.34,No,Victory_B,21.919,146.508,Polar,Water,Yes
Ukraine,Israel,Skirmish,1950,606,30732,27360,188706,164.98,-4.4,765.3,Forest,966.3,1166.4,21664.5,9922.5,Regional,NATO,Nuclear,2411,172,Yes,1.25,Yes,Victory_A,-1.298,65.933,Temperate,Land,No
Japan,India,Civil War,1952,1382,32409,32979,196142,31.12,32.5,576,Forest,1095.5,324.2,11330.5,12559.5,None,Regional,Mixed,1315,191,Yes,8.14,No,Victory_A,-83.646,-43.201,Polar,Land,Yes
Iran,UK,Proxy War,2016,1670,9380,16243,113254,238.04,5.3,1134,Urban,236.5,718.4,15144.2,1103,None,NATO,Conventional,1412,31,Yes,3.76,Yes,Victory_B,32.683,32.634,Tropical,Water,Yes
Turkey,Australia,War,2020,813,40549,49844,95423,134.99,22.1,1177.5,Mountain,1137,953.9,20696.6,5203.9,Regional,None,Mixed,4848,97,Yes,8.1,Yes,Victory_B,89.555,-118.297,Tropical,Land,No
Germany,Brazil,Proxy War,1984,1863,21735,7513,132097,357.64,13.6,2622.3,Plains,11.1,182.7,13693.6,20826.6,Regional,NATO,Nuclear,3542,11,No,7.98,Yes,Victory_A,55.517,36.452,Temperate,Oil,Yes
Germany,Russia,Skirmish,1964,1157,27057,31678,194601,478.56,0,1855.3,Urban,742.6,1305.4,18289.4,11964.2,None,Regional,Cyber,1554,106,No,5.53,Yes,Stalemate,24.204,0.357,Tropical,Water,Yes
Ukraine,UK,Skirmish,2016,1336,36995,14826,16315,345.52,28.1,1217.9,Plains,724,365.6,8688.3,5781,NATO,Regional,Mixed,425,65,Yes,13.06,No,Victory_B,-5.554,-170.583,Tropical,None,Yes
India,Russia,Civil War,1979,1991,5063,27115,63568,443.48,26.8,1603.2,Desert,873.7,447.1,18328.3,9229,NATO,NATO,Nuclear,3949,51,No,8.67,Yes,Victory_A,-49.622,-64.12,Tropical,Land,No
USA,Ukraine,Cold Conflict,2024,482,27621,6083,135440,226.57,7.8,2861.9,Forest,336.3,932.9,1035.1,7134.5,NATO,Regional,Cyber,4494,198,No,17.87,No,Victory_A,34.58,-111.151,Temperate,None,No
Canada,Canada,Civil War,1992,895,32715,19278,120661,385.84,16.5,339.6,Urban,14.8,110.4,3831,13910,NATO,NATO,Conventional,303,31,Yes,1.52,Yes,Victory_B,-58.086,-39.365,Polar,Land,No
Brazil,Russia,Proxy War,2009,1568,44629,27090,166203,421.54,1.6,623.1,Plains,637.2,879,15936,1295.6,None,Regional,Cyber,103,162,No,8.21,Yes,Victory_A,69.669,-92.94,Polar,Land,No
China,Russia,War,1989,1329,46422,10421,189771,355.47,21,2887.6,Mountain,100.9,1282.5,11229.4,5632,Regional,Regional,Conventional,363,133,Yes,15.52,Yes,Victory_B,-26.282,120.33,Polar,Water,Yes
Ukraine,Israel,Civil War,2014,269,21795,43929,115525,253.94,3.9,2872,Desert,1249.2,349.5,20710.4,8880.6,NATO,Regional,Nuclear,4662,21,No,9.89,No,Stalemate,-18.037,71.166,Polar,Water,Yes
USA,Ukraine,Cold Conflict,1978,414,9457,36466,174191,312.97,28,531.5,Desert,244,507.3,8555.9,23206.1,Regional,NATO,Nuclear,2847,174,Yes,19.32,Yes,Stalemate,-51.113,86.441,Polar,Oil,No
China,France,Civil War,2023,25,25276,34394,105018,350.28,-0.2,435.3,Forest,595.9,326,19182.5,15585.7,NATO,NATO,Cyber,2723,140,Yes,3.5,No,Victory_A,-3.301,-50.088,Polar,None,No
USA,Turkey,Skirmish,1968,316,18509,40777,111736,126.62,-9.3,1263.3,Forest,608.2,1146.5,3486.4,12611.3,NATO,NATO,Nuclear,3948,22,Yes,6.32,Yes,Victory_B,32.482,-178.759,Polar,None,Yes
USA,France,Proxy War,1952,571,1087,34837,76427,404.81,2.1,149.2,Plains,774.5,235.5,23254.4,4778.7,NATO,None,Nuclear,1108,171,No,2.32,No,Victory_B,-35.5,-101.105,Tropical,Water,Yes
Japan,France,Proxy War,1985,725,2065,42011,91721,475.17,-1.4,1964.7,Plains,1095.8,485.9,10466.8,13950.7,Regional,None,Conventional,2415,8,No,4.93,No,Stalemate,36.331,91.907,Polar,Water,Yes
Israel,Canada,Proxy War,1992,1692,40184,17986,143549,232.67,12.9,232.5,Desert,661.5,841.8,5780.2,23225.9,Regional,None,Nuclear,1897,105,No,13.45,No,Stalemate,21.705,37.021,Tropical,None,Yes
Iran,Brazil,Proxy War,1964,1008,31418,44396,171373,350.56,-0.8,174.1,Plains,37,567,19730.9,14162.1,NATO,Regional,Mixed,4820,58,No,9.74,No,Victory_B,-22.97,13.888,Arid,None,No
USA,UK,Proxy War,1990,1850,26115,22891,102313,368.54,24.3,1455.6,Forest,1079.8,92.6,23697.7,4127.7,Regional,Regional,Conventional,714,116,Yes,3.24,No,Victory_A,-33.695,-79.013,Temperate,Land,Yes
Israel,UK,Proxy War,1985,1300,29291,8401,156287,331.16,0.9,2873.4,Desert,116,1326.9,22952.9,24928,NATO,NATO,Mixed,2872,100,Yes,9.49,No,Victory_B,65.039,-152.733,Tropical,Land,Yes
India,Iran,War,1982,1954,46914,35222,198407,273.6,21.8,1280.4,Desert,898.5,473.7,5956.1,12476.5,None,Regional,Cyber,1202,29,No,16.95,Yes,Victory_A,-87.852,102.552,Temperate,Water,No
Canada,India,Cold Conflict,1954,389,968,38187,121409,440.84,16,1069.4,Mountain,1125,624.5,16803.5,7995.7,Regional,None,Mixed,91,83,No,8.8,No,Victory_A,38.863,-166.084,Temperate,None,Yes
Germany,France,Proxy War,1963,722,37246,33093,98894,224.52,34.4,2993.9,Mountain,396.5,235.4,13676,12589.4,NATO,None,Nuclear,1523,43,No,0.26,Yes,Victory_B,-14.894,-158.711,Arid,Land,No
France,Canada,Cold Conflict,2017,444,48331,47388,64977,30.65,35,1595.9,Plains,629.3,1211.6,18130.4,6599.6,None,NATO,Cyber,4719,176,Yes,1.1,Yes,Victory_B,39.185,-73.823,Polar,Land,No
China,India,Proxy War,1996,999,29132,35879,73220,422.29,29.1,1125.7,Plains,21.1,408.7,12178.5,769,None,Regional,Nuclear,3979,15,No,8.76,No,Stalemate,1.352,26.256,Arid,None,No
Germany,Turkey,Civil War,2003,1451,28405,36994,76200,337.02,24.2,1157.6,Forest,1125.6,28.7,11749.4,22239.1,NATO,Regional,Cyber,168,120,Yes,11.86,No,Stalemate,-74.905,177.202,Tropical,None,Yes
France,China,Proxy War,1953,1081,22740,33481,24916,424.64,7.4,584.9,Forest,984.9,443.6,22068.8,10727.6,None,None,Cyber,1319,73,No,17.73,Yes,Stalemate,86.769,-147.369,Tropical,Water,Yes
Canada,India,Skirmish,1958,697,18418,14182,10332,69.36,23.9,1536.7,Mountain,324.7,1377.7,21782.7,18824.8,None,NATO,Conventional,2240,83,No,19.64,Yes,Victory_A,-74.512,-9.659,Tropical,None,No
Iran,Israel,War,2002,971,13346,49350,151441,15.47,33.1,1316.6,Desert,546.9,206.4,19692,24281.7,NATO,None,Mixed,869,180,No,19.61,No,Stalemate,-61.482,36.631,Temperate,Water,No
Canada,Israel,Civil War,2009,1590,33944,5558,167848,467.19,-8.9,812.4,Urban,973.7,44.7,17625.3,15818.4,None,Regional,Nuclear,2766,129,No,11.16,Yes,Victory_B,-14.34,116.318,Polar,Land,Yes
China,Brazil,Civil War,1995,721,32702,41870,15462,73.95,14.2,481.6,Urban,502.1,809.9,16962.4,17293.5,None,None,Cyber,3357,66,Yes,0.71,Yes,Victory_A,80.032,68.261,Polar,Oil,Yes
Turkey,Japan,Skirmish,2003,368,21684,22400,124185,404.85,-0.2,933.7,Plains,228.2,521,1414,23581.6,NATO,None,Conventional,3287,41,Yes,4.27,No,Stalemate,-37.247,110.787,Polar,Oil,Yes
China,Russia,Proxy War,2023,1965,15269,2799,120069,411.62,15.1,1526,Urban,726.4,1113.2,18740.9,12918.7,NATO,Regional,Cyber,974,191,Yes,8.69,Yes,Victory_B,12.359,8.089,Arid,None,Yes
Canada,France,War,1986,342,26068,29585,24633,354.38,11,175,Urban,1013.3,1024.9,15956.2,8004.3,None,Regional,Mixed,4456,135,Yes,17.59,No,Victory_B,3.859,-23.771,Arid,Water,No
France,Iran,Civil War,1972,1829,6485,40385,61972,65.72,15.9,461.2,Mountain,449.8,260.4,7567.3,23035.4,Regional,Regional,Cyber,4138,72,Yes,0.43,No,Stalemate,-30.573,42.742,Tropical,Oil,Yes
Ukraine,Ukraine,War,1976,1876,8322,1119,6235,333.73,14.8,2843,Desert,171.4,790.9,20504.3,1734.2,NATO,None,Mixed,2228,91,No,10.19,Yes,Victory_B,35.34,144.313,Polar,Land,Yes
USA,Iran,Civil War,2019,304,49955,32571,86398,444.55,33.2,1628.6,Forest,1161.5,46.4,20812.9,5373.1,Regional,None,Cyber,2558,148,No,13.07,Yes,Victory_B,0.263,18.305,Polar,Land,Yes
Brazil,Japan,Proxy War,2015,764,25544,48771,91418,212.82,14.8,190.3,Mountain,354.7,615.8,23305.4,8538.2,NATO,None,Mixed,2509,114,No,5.76,Yes,Victory_B,14.092,38.014,Arid,Water,No
Australia,Australia,Civil War,2010,1398,38348,20370,187511,206.82,28.1,2079.3,Forest,718.4,1000,10464.8,19555,Regional,NATO,Nuclear,2333,96,Yes,6.31,No,Stalemate,-52.172,-58.329,Temperate,Oil,Yes
Israel,India,Civil War,2000,1974,40645,22715,17473,221.48,4.4,185.4,Mountain,968.2,581.5,13785.7,22598.5,NATO,NATO,Mixed,1320,187,Yes,7.77,Yes,Victory_B,76.779,34.604,Polar,Land,No
Russia,Canada,Cold Conflict,1999,816,5462,13798,51318,41.23,9.7,2216.6,Mountain,444.6,166,22649.8,11300.1,None,Regional,Mixed,1579,33,No,5.49,Yes,Victory_A,-70.097,45.995,Tropical,Land,No
Australia,Turkey,Proxy War,1968,112,33818,49018,112742,446.02,11.2,2249.9,Urban,908.4,87.1,7926.9,7160.3,None,NATO,Nuclear,1908,131,Yes,8.74,No,Victory_B,34.248,91.233,Polar,None,No
Germany,Russia,Skirmish,1950,878,8350,38446,172766,434.6,2.5,1953.2,Forest,644.1,1195.3,19918.1,8836.7,Regional,Regional,Mixed,1784,116,No,3.16,Yes,Victory_B,69.461,25.984,Arid,Oil,Yes
Japan,UK,Skirmish,1989,1030,2918,6829,167908,498.95,7.1,2196.6,Mountain,799,1248,24799.2,16417.1,Regional,None,Cyber,1915,61,No,3.99,Yes,Stalemate,-74.876,-108.882,Polar,None,No
Germany,USA,Proxy War,1981,930,36468,39829,95251,292.63,16.9,263.9,Urban,827.2,481,16301.9,3958.6,NATO,Regional,Cyber,2980,95,No,0.74,No,Victory_B,-84.825,29.493,Tropical,Land,No
Japan,Russia,Skirmish,1971,703,44209,11271,83794,375.62,16.1,2180.3,Plains,1154,230.7,24592.8,13690.3,NATO,None,Cyber,256,75,Yes,8.23,No,Stalemate,-30.032,-72.766,Temperate,Land,No
France,Turkey,Proxy War,2015,846,15153,14047,118272,101.42,18.6,410.1,Forest,919.2,1370.1,12900.2,14715.2,Regional,Regional,Nuclear,1240,1,Yes,14.15,Yes,Stalemate,52.191,-148.563,Temperate,Oil,Yes
Turkey,Brazil,Skirmish,1989,944,27526,34825,88640,333.8,5.8,1018.5,Mountain,370.8,764.7,3834.8,17699.3,Regional,NATO,Mixed,2569,126,Yes,10.12,No,Stalemate,39.126,117.156,Tropical,Oil,No
Japan,Australia,Cold Conflict,1987,279,47201,19550,161599,324.9,4.2,2828.2,Plains,84.4,667.8,4398.1,15101.4,None,None,Mixed,749,177,Yes,10.61,Yes,Stalemate,57.988,-156.214,Tropical,Water,No
China,Brazil,Skirmish,1997,382,39123,13400,122992,450.61,17.5,1508.6,Urban,3.8,1038.5,18287,2432.9,Regional,None,Cyber,3322,111,No,9,No,Victory_B,-18.45,47.413,Polar,Oil,Yes
Ukraine,Turkey,Civil War,2004,1876,24992,19164,134693,415.41,-4,2902.3,Mountain,1266.3,237.2,32.7,17223.1,None,None,Mixed,3286,116,No,11.7,No,Victory_B,88.877,175.858,Polar,Water,No
Brazil,Israel,Proxy War,2024,13,43775,4541,19626,469.24,1.4,266.8,Urban,1319,812.4,16550.6,553.5,Regional,NATO,Cyber,4752,25,No,4.59,No,Stalemate,-24.101,-148.457,Arid,None,No
